Entry	Entry name	Status	Protein names	Gene names	Organism	Length
O25959	QUEF_HELPY	reviewed	NADPH-dependent 7-cyano-7-deazaguanine reductase (EC 1.7.1.13) (7-cyano-7-carbaguanine reductase) (NADPH-dependent nitrile oxidoreductase) (PreQ(0) reductase)	queF HP_1413	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	148
O25587	QUED_HELPY	reviewed	6-carboxy-5,6,7,8-tetrahydropterin synthase (CPH4 synthase) (EC 4.1.2.50) (Queuosine biosynthesis protein QueD)	queD HP_0933	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	200
P42445	RECA_HELPY	reviewed	Protein RecA (Recombinase A)	recA HP_0153	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	347
O25702	QUEA_HELPY	reviewed	S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 2.4.99.17) (Queuosine biosynthesis protein QueA)	queA HP_1062	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	345
O25045	PYRX_HELPY	reviewed	Probable dihydroorotase-like protein (Aspartate carbamoyltransferase 42 kDa non-catalytic chain)	pyrC' HP_0266	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	378
O24926	QUEH_HELPY	reviewed	Epoxyqueuosine reductase QueH (EC 1.17.99.6) (Queuosine biosynthesis protein QueH)	queH HP_0100	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	368
P56148	RADA_HELPY	reviewed	DNA repair protein RadA (EC 3.6.4.-) (Branch migration protein RadA)	radA sms HP_0223	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	448
P56466	RHO_HELPY	reviewed	Transcription termination factor Rho (EC 3.6.4.-) (ATP-dependent helicase Rho)	rho HP_0550	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	438
O25029	RHPA_HELPY	reviewed	DEAD-box ATP-dependent RNA helicase RhpA (EC 3.6.4.13)	rhpA HP_0247 C694_01250	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	492
O25930	BAMD_HELPY	reviewed	Outer membrane protein assembly factor BamD	bamD HP_1378	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	220
O25686	ACSA_HELPY	reviewed	Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme)	acsA acs HP_1045	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	662
O25681	AMPEP_HELPY	reviewed	Aminopeptidase HP_1037 (EC 3.4.11.-)	HP_1037 C694_05365	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	357
O25152	CHEW_HELPY	reviewed	Chemotaxis protein CheW	cheW HP_0391	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	165
P71403	CHEY1_HELPY	reviewed	Chemotaxis protein CheY1	cheY1 HP_1067	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	124
O24976	CHEZ_HELPY	reviewed	Protein phosphatase CheZ (EC 3.1.3.-) (Chemotaxis protein CheZ)	cheZ HP_0170	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	253
O25505	DER_HELPY	reviewed	GTPase Der (GTP-binding protein EngA)	der engA HP_0834	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	458
P55990	DHE4_HELPY	reviewed	NADP-specific glutamate dehydrogenase (NADP-GDH) (EC 1.4.1.4)	gdhA HP_0380	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	448
P56195	DEOB_HELPY	reviewed	Phosphopentomutase (EC 5.4.2.7) (Phosphodeoxyribomutase)	deoB HP_1179	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	413
O25424	ASPG_HELPY	reviewed	Probable L-asparaginase (L-ASNase) (EC 3.5.1.1) (L-asparagine amidohydrolase)	ansA asn HP_0723	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	330
P56087	ATPL_HELPY	reviewed	ATP synthase subunit c (ATP synthase F(0) sector subunit c) (F-type ATPase subunit c) (F-ATPase subunit c) (Lipid-binding protein)	atpE HP_1212	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	105
O25320	BIOF_HELPY	reviewed	8-amino-7-oxononanoate synthase (AONS) (EC 2.3.1.47) (7-keto-8-amino-pelargonic acid synthase) (7-KAP synthase) (KAPA synthase) (8-amino-7-ketopelargonate synthase) (Alpha-oxoamine synthase)	HP_0598	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	373
O25595	ALR_HELPY	reviewed	Alanine racemase (EC 5.1.1.1)	alr HP_0941	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	377
O25836	AMIF_HELPY	reviewed	Formamidase (EC 3.5.1.49) (Formamide amidohydrolase)	amiF HP_1238	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	334
O24973	ARSR_HELPY	reviewed	Transcriptional regulatory protein ArsR	arsR HP_0166	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	225
O25173	CMOB_HELPY	reviewed	tRNA U34 carboxymethyltransferase (EC 2.5.1.-)	cmoB HP_0419	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	261
P55988	ATPB_HELPY	reviewed	ATP synthase subunit beta (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	atpD HP_1132	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	469
P56003	EFTU_HELPY	reviewed	Elongation factor Tu (EF-Tu)	tuf tufA HP_1205	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	399
O25781	G6PI_HELPY	reviewed	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)	pgi HP_1166	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	545
O25253	HSLV_HELPY	reviewed	ATP-dependent protease subunit HslV (EC 3.4.25.2)	hslV HP_0515	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	180
P55973	IF3_HELPY	reviewed	Translation initiation factor IF-3	infC HP_0124	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	203
P55972	IF2_HELPY	reviewed	Translation initiation factor IF-2	infB HP_1048	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	944
P55994	DNAK_HELPY	reviewed	Chaperone protein DnaK (HSP70) (Heat shock 70 kDa protein) (Heat shock protein 70)	dnaK HP_0109	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	620
O25614	GPDA_HELPY	reviewed	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)H-dependent glycerol-3-phosphate dehydrogenase)	gpsA HP_0961	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	312
P56176	NNR_HELPY	reviewed	Bifunctional NAD(P)H-hydrate repair enzyme Nnr (Nicotinamide nucleotide repair protein) [Includes: ADP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.136) (ADP-dependent NAD(P)HX dehydratase); NAD(P)H-hydrate epimerase (EC 5.1.99.6) (NAD(P)HX epimerase)]	nnr HP_1363	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	466
O26060	GLMS_HELPY	reviewed	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (GFAT) (Glucosamine-6-phosphate synthase) (Hexosephosphate aminotransferase) (L-glutamine--D-fructose-6-phosphate amidotransferase)	glmS HP_1532	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	597
O25165	GUAA_HELPY	reviewed	GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (Glutamine amidotransferase)	guaA HP_0409	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	508
P64275	GREA_HELPY	reviewed	Transcription elongation factor GreA (Transcript cleavage factor GreA)	greA HP_0866	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	164
P56107	HEMH_HELPY	reviewed	Ferrochelatase (EC 4.99.1.1) (Heme synthase) (Protoheme ferro-lyase)	hemH HP_0376	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	334
O25984	ISPE_HELPY	reviewed	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (CMK) (EC 2.7.1.148) (4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase)	ispE HP_1443	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	268
P56138	MNMG_HELPY	reviewed	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG (Glucose-inhibited division protein A)	mnmG gidA HP_0213	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	621
P56075	NDK_HELPY	reviewed	Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase)	ndk HP_0198	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	137
O25393	GLMU_HELPY	reviewed	Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)]	glmU HP_0683	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	433
O25690	KHSE_HELPY	reviewed	Homoserine kinase (HK) (HSK) (EC 2.7.1.39)	thrB HP_1050	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	293
O25613	GTPC1_HELPY	reviewed	GTP cyclohydrolase 1 type 2 (EC 3.5.4.16) (GTP cyclohydrolase I)	HP_0959	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	243
P56116	HTPG_HELPY	reviewed	Chaperone protein HtpG (Heat shock protein HtpG) (High temperature protein G)	htpG HP_0210	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	621
O24933	HRCA_HELPY	reviewed	Heat-inducible transcription repressor HrcA	hrcA HP_0111	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	266
P0A0V0	LPP20_HELPY	reviewed	LPP20 lipoprotein	lpp20 HP_1456	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	175
P56421	MOG_HELPY	reviewed	Molybdopterin adenylyltransferase (MPT adenylyltransferase) (EC 2.7.7.75)	mog mogA HP_0799	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	176
O25236	MURD_HELPY	reviewed	UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9) (D-glutamic acid-adding enzyme) (UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase)	murD HP_0494	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	422
O25372	GATB_HELPY	reviewed	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (Asp/Glu-ADT subunit B) (EC 6.3.5.-)	gatB HP_0658	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	474
P0A0V6	HPN_HELPY	reviewed	Histidine-rich metal-binding polypeptide	hpn HP_1427	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	60
P56411	KDGL_HELPY	reviewed	Diacylglycerol kinase (DAGK) (EC 2.7.1.107) (Diglyceride kinase) (DGK)	dgkA HP_0700	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	128
Q48260	MOAC_HELPY	reviewed	Cyclic pyranopterin monophosphate synthase (EC 4.6.1.17) (Molybdenum cofactor biosynthesis protein C)	moaC HP_0798	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	158
P56191	DDL_HELPY	reviewed	D-alanine--D-alanine ligase (EC 6.3.2.4) (D-Ala-D-Ala ligase) (D-alanylalanine synthetase)	ddl ddlA HP_0738	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	347
P48285	ENO_HELPY	reviewed	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	eno HP_0154	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	426
O25039	EX7L_HELPY	reviewed	Exodeoxyribonuclease 7 large subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII large subunit) (Exonuclease VII large subunit)	xseA HP_0259	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	420
O07025	FLII_HELPY	reviewed	Flagellum-specific ATP synthase (EC 7.1.2.2)	fliI HP_1420	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	434
O06758	FLHA_HELPY	reviewed	Flagellar biosynthesis protein FlhA	flhA flbA HP_1041	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	733
P65108	IF1_HELPY	reviewed	Translation initiation factor IF-1	infA HP_1298	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	72
O26096	METN_HELPY	reviewed	Methionine import ATP-binding protein MetN (EC 7.4.2.11)	metN HP_1576	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	327
O25098	MIND_HELPY	reviewed	Septum site-determining protein MinD (Cell division inhibitor MinD)	minD HP_0331	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	268
O25340	MURC_HELPY	reviewed	UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8) (UDP-N-acetylmuramoyl-L-alanine synthetase)	murC HP_0623	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	449
O25506	DBH_HELPY	reviewed	DNA-binding protein HU	hup HP_0835	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	94
O25890	DNAJ_HELPY	reviewed	Chaperone protein DnaJ	dnaJ HP_1332	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	369
P56139	DXR_HELPY	reviewed	1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase)	dxr HP_0216	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	368
P56002	EFG_HELPY	reviewed	Elongation factor G (EF-G)	fusA HP_1195	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	692
P0A0U4	HYPA_HELPY	reviewed	Hydrogenase/urease maturation factor HypA	hypA HP_0869	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	117
P56153	IPYR_HELPY	reviewed	Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)	ppa HP_0620	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	173
O26009	KTHY_HELPY	reviewed	Thymidylate kinase (EC 2.7.4.9) (dTMP kinase)	tmk HP_1474	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	191
O25536	DUT_HELPY	reviewed	Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	dut HP_0865	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	145
P0DUM5	AAPA3_HELPY	reviewed	Toxic protein AapA3	aapA3 HP_1432.1	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	30
O25225	BIPA_HELPY	reviewed	50S ribosomal subunit assembly factor BipA (EC 3.6.5.-) (GTP-binding protein BipA)	bipA HP_0480	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	599
P77872	CATA_HELPY	reviewed	Catalase (EC 1.11.1.6)	katA HP_0875	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	505
O25827	AK_HELPY	reviewed	Aspartokinase (EC 2.7.2.4) (Aspartate kinase)	lysC HP_1229	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	405
P94851	AN36_HELPY	reviewed	36 kDa antigen	HP_1488	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	329
O24864	CHEV1_HELPY	reviewed	Chemotaxis protein CheV1	cheV1 HP_0019	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	321
O25337	CHEV2_HELPY	reviewed	Chemotaxis protein CheV2	cheV2 HP_0616	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	313
O25154	CHEV3_HELPY	reviewed	Chemotaxis protein CheV3	cheV3 HP_0393	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	311
P42383	CH60_HELPY	reviewed	Chaperonin GroEL (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin-60) (Cpn60)	groEL groL hsp60 hspB mopA HP_0010	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	546
O24958	CCOP_HELPY	reviewed	Cbb3-type cytochrome c oxidase subunit CcoP (Cbb3-Cox subunit CcoP) (C-type cytochrome CcoP) (Cyt c(P)) (Cytochrome c oxidase subunit III)	ccoP HP_0147	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	286
P56149	ASPA_HELPY	reviewed	Aspartate ammonia-lyase (Aspartase) (EC 4.3.1.1)	aspA HP_0649	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	468
O25150	CMOA_HELPY	reviewed	Carboxy-S-adenosyl-L-methionine synthase (Cx-SAM synthase) (EC 2.1.3.-)	cmoA HP_0388	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	243
P71404	CLPB_HELPY	reviewed	Chaperone protein ClpB	clpB HP_0264	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	856
O25502	COAE_HELPY	reviewed	Dephospho-CoA kinase (EC 2.7.1.24) (Dephosphocoenzyme A kinase)	coaE HP_0831	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	196
P56066	CLPS_HELPY	reviewed	ATP-dependent Clp protease adapter protein ClpS	clpS HP_0032	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	91
O25926	CLPX_HELPY	reviewed	ATP-dependent Clp protease ATP-binding subunit ClpX	clpX HP_1374	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	446
P56156	CLPP_HELPY	reviewed	ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) (Endopeptidase Clp)	clpP HP_0794	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	196
O25089	CHPEP_HELPY	reviewed	Chemotaxis regulatory protein ChePep	chePep HP_0322	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	505
O25683	CNPDE_HELPY	reviewed	3',5'-cyclic-nucleotide phosphodiesterase (EC 3.1.4.17) (cAMP/cGMP phosphodiesterase)	HP_1042	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	348
O25918	CRDR_HELPY	reviewed	Transcriptional regulatory protein CrdR	crdR HP_1365	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	213
O25657	DAPA_HELPY	reviewed	4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)	dapA HP_1013	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	300
O26057	DNAA_HELPY	reviewed	Chromosomal replication initiator protein DnaA	dnaA HP_1529	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	457
O25626	GATC_HELPY	reviewed	Glutamyl-tRNA(Gln) amidotransferase subunit C (Glu-ADT subunit C) (EC 6.3.5.-)	gatC HP_0975	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	93
O25731	GLK_HELPY	reviewed	Glucokinase (EC 2.7.1.2) (Glucose kinase)	glk HP_1103	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	336
P56462	GCH1_HELPY	reviewed	GTP cyclohydrolase 1 (EC 3.5.4.16) (GTP cyclohydrolase I) (GTP-CH-I)	folE HP_0928	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	180
O25711	ATGTP_HELPY	reviewed	ATP/GTP phosphatase (ATPase/GTPase) (EC 3.6.1.-)	HP_1079 C694_05575	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	370
P56418	ACNB_HELPY	reviewed	Aconitate hydratase B (ACN) (Aconitase) (EC 4.2.1.3) ((2R,3S)-2-methylisocitrate dehydratase) ((2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate dehydratase) (2-methyl-cis-aconitate hydratase) (EC 4.2.1.99) (Iron-responsive protein-like) (IRP-like) (RNA-binding protein)	acnB HP_0779	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	852
O25488	ACPS_HELPY	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS HP_0808	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	119
P55989	COPA_HELPY	reviewed	Copper-transporting ATPase (EC 7.2.2.9)	copA HP_1072	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	745
P56463	DEOD_HELPY	reviewed	Purine nucleoside phosphorylase DeoD-type (PNP) (EC 2.4.2.1)	deoD HP_1178	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	233
O25046	ADDE_HELPY	reviewed	Adenosine deaminase (EC 3.5.4.4)	HP_0267 C694_01350	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	409
O25627	BIOA_HELPY	reviewed	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62) (7,8-diamino-pelargonic acid aminotransferase) (DAPA AT) (DAPA aminotransferase) (7,8-diaminononanoate synthase) (DANS) (Diaminopelargonic acid synthase)	bioA HP_0976	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	436
P94844	DAPB_HELPY	reviewed	4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)	dapB HP_0510	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	254
P67708	FLIE_HELPY	reviewed	Flagellar hook-basal body complex protein FliE	fliE HP_1557	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	109
P50610	FLGE_HELPY	reviewed	Flagellar hook protein FlgE	flgE HP_0870	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	718
O25290	DAPF_HELPY	reviewed	Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7) (PLP-independent amino acid racemase)	dapF HP_0566	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	273
O25425	DCUA_HELPY	reviewed	Anaerobic C4-dicarboxylate transporter DcuA	dcuA HP_0724	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	443
